chr1	629800	630250	0	0	0	0	0	0	0	0	0	0	0	0
chr1	1312900	1313050	1	0	2	2	0	1	0	1	3	2	1	0
chr1	1477250	1478000	1	7	6	15	7	2	33	8	2	2	11	6
chr1	2026750	2027100	3	2	0	1	2	11	1	0	0	0	3	4
chr1	5481750	5482050	2	0	3	1	5	3	1	0	3	1	0	5
chr1	5874650	5875000	5	2	2	10	1	10	1	0	3	2	1	2
chr1	5932550	5932850	5	1	1	12	2	3	11	2	0	3	2	11
chr1	6371950	6372300	2	2	0	9	10	2	5	3	1	3	3	10
chr1	6538500	6539000	6	1	4	6	6	14	3	0	12	4	2	6
chr1	6611450	6612350	23	11	4	11	3	5	29	95	5	7	6	14
chr1	12309400	12309700	8	0	4	6	7	2	33	9	4	6	5	14
chr1	13236250	13237000	0	0	0	0	0	0	0	0	0	0	0	0
chr1	13243000	13244450	0	0	0	0	0	0	0	0	0	0	0	0
chr1	14969550	14969850	2	3	3	2	3	6	5	1	4	0	3	4
chr1	15265700	15266500	101	28	8	39	9	3	7	44	58	29	19	21
chr1	16605900	16607450	28	4	14	36	16	11	39	50	7	21	7	49
chr1	16610700	16612050	11	3	5	13	5	3	34	28	3	13	3	23
chr1	16612150	16614950	37	14	11	40	29	11	81	65	12	35	26	75
chr1	16617150	16618200	16	4	14	28	11	4	41	23	9	19	12	24
chr1	16641800	16642800	13	2	8	19	12	2	44	36	8	8	19	24
chr1	16717150	16718050	87	27	12	43	17	5	35	219	8	32	33	71
chr1	16720100	16721600	9	6	7	31	13	6	57	55	7	14	18	43
chr1	16889050	16890400	16	6	10	22	18	12	26	7	18	16	4	23
chr1	16899500	16900150	4	1	2	4	1	4	2	3	0	5	2	5
chr1	16918400	16919300	46	16	15	22	16	13	16	16	66	22	8	30
chr1	16929250	16933100	423	112	98	262	152	88	272	152	213	155	124	234
chr1	17244800	17245100	7	2	2	4	3	10	4	1	7	3	2	8
chr1	18431150	18431700	1	3	1	4	4	3	3	2	2	1	1	12
chr1	19624050	19624300	7	1	2	7	4	1	3	0	5	5	3	6
chr1	23546400	23547250	5	3	6	10	17	28	6	5	7	5	6	17
chr1	23834400	23834800	4	2	5	9	6	4	15	7	3	4	7	17
chr1	26304900	26305300	69	35	16	19	14	2	19	14	30	30	17	7
chr1	27464100	27464400	64	33	15	17	6	2	8	18	69	33	39	10
chr1	28251900	28252250	2	1	3	5	1	0	1	3	8	5	0	2
chr1	28546850	28547200	2	3	2	11	9	5	32	33	8	8	6	19
chr1	31389200	31389550	10	2	1	6	3	3	2	1	12	8	6	7
chr1	32230400	32230750	39	36	7	15	8	23	6	6	10	3	9	41
chr1	32498150	32498450	6	1	3	7	3	1	11	30	2	1	2	6
chr1	32952900	32953300	14	5	3	5	5	16	3	3	13	4	4	10
chr1	36746350	36746700	7	0	3	8	0	0	11	18	2	5	5	3
chr1	37479600	37479950	1	2	2	0	4	2	1	1	6	0	0	7
chr1	39157350	39157700	1	0	2	4	8	7	3	4	7	0	1	5
chr1	54434050	54434650	7	1	4	11	8	9	19	5	3	6	1	8
chr1	92785000	92785450	9	3	5	8	6	4	9	9	4	2	3	9
chr1	92855450	92855750	0	0	0	1	0	0	1	1	0	0	1	0
chr1	93111650	93111950	2	0	2	1	4	1	5	2	0	2	1	5
chr1	101238600	101239150	19	5	5	9	4	1	4	7	29	7	4	0
chr1	109860750	109861050	3	1	0	5	2	1	4	1	0	1	1	3
chr1	110464900	110465300	38	2	2	17	9	6	15	5	9	5	4	5
chr1	119482150	119482400	1	0	4	4	1	2	3	5	1	2	0	4
chr1	125176950	125177350	0	0	0	0	0	0	0	0	0	0	0	0
chr1	125180050	125180400	0	0	0	0	0	0	0	0	0	0	0	0
chr1	143210550	143211200	1	1	4	5	2	1	2	10	9	3	2	0
chr1	143214600	143215000	8	1	5	0	1	1	1	3	12	6	5	2
chr1	143215900	143216650	3	1	0	1	0	3	2	3	2	1	1	0
chr1	143222600	143223000	0	1	0	2	3	0	0	0	1	0	0	0
chr1	143238000	143238650	0	0	1	3	2	2	1	0	4	0	0	0
chr1	143239650	143240950	8	1	2	3	4	1	2	0	4	2	1	4
chr1	143255500	143256500	3	1	3	2	4	1	1	1	3	1	2	3
chr1	143264100	143264950	4	2	5	5	11	3	4	2	2	5	5	9
chr1	143265000	143266750	2	2	2	3	8	3	3	2	4	3	0	3
chr1	145720100	145720500	9	5	3	9	2	3	3	4	14	5	0	9
